comments_count	country_code	created_at	creator_subscriptions	followers_count	followings_count	full_name	id	kind	likes_count	playlist_likes_count	verified	playlist_count	reposts_count	track_count	username	badges
43	VN	2020-12-21T04:38:24Z	[{'product': {'id': 'creator-pro-unlimited'}}]	802	20	Huu Dong	923144497	user	51	0	False	0	None	11	Huu Dong KR	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	PT	2008-06-30T13:47:50Z	[{'product': {'id': 'creator-pro-unlimited'}}]	690217	1	Mladen Solomun	4545	user	1	0	True	0	None	100	solomun	{'pro': False, 'pro_unlimited': True, 'verified': True}
92	FR	2010-02-23T16:18:50Z	[{'product': {'id': 'free'}}]	95979	93		654537	user	7	0	True	7	None	50	TEEMID	{'pro': False, 'pro_unlimited': False, 'verified': True}
4	None	2020-03-31T17:54:48Z	[{'product': {'id': 'free'}}]	2594	10		802345210	user	14	1	False	0	None	16	LEMON 2K	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2019-03-01T02:25:52Z	[{'product': {'id': 'free'}}]	160	0	ndthai9x	597170184	user	0	0	False	0	None	3	ndthai9x	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	None	2021-09-04T12:09:08Z	[{'product': {'id': 'free'}}]	740	0	Fb: Nhân	1026584137	user	0	0	False	0	None	6	Nhạc Hot TikTok	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	US	2012-03-02T21:18:49Z	[{'product': {'id': 'creator-pro'}}]	6515	212	MONOGEM	12978594	user	40	29	True	9	None	52	MONOGEM	{'pro': True, 'pro_unlimited': False, 'verified': True}
0	None	2021-08-25T00:36:53Z	[{'product': {'id': 'free'}}]	98	0	Huỳnh Đức	1022833834	user	1	0	False	0	None	5	Đức Huỳnh	{'pro': False, 'pro_unlimited': False, 'verified': False}
3384	VN	2014-08-07T16:35:34Z	[{'product': {'id': 'free'}}]	2454	1805	Lê Hiếu	107948839	user	3761	7	False	0	None	10	MusB Gangz ( MR. THREE )	{'pro': False, 'pro_unlimited': False, 'verified': False}
79	None	2020-05-22T15:21:19Z	[{'product': {'id': 'free'}}]	3268	6		827304838	user	4	0	False	0	None	2	Đại Ca Thái Hoàng	{'pro': False, 'pro_unlimited': False, 'verified': False}
6	VN	2018-10-17T16:35:08Z	[{'product': {'id': 'free'}}]	1389	0	Thân Oanh	525358797	user	156	1	False	4	None	66	Oanh Thu Than	{'pro': False, 'pro_unlimited': False, 'verified': False}
72	VN	2017-09-17T01:50:24Z	[{'product': {'id': 'free'}}]	956	11		332739360	user	41	0	False	0	None	9	AlidaXXI	{'pro': False, 'pro_unlimited': False, 'verified': False}
833	VN	2017-07-09T21:53:24Z	[{'product': {'id': 'free'}}]	2086	717	Bảo BB	318633887	user	882	1	False	5	None	4	i'm BB ✪	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	None	2021-08-30T16:51:24Z	[{'product': {'id': 'free'}}]	43	0		1024877083	user	13	5	False	4	None	2	n0tru	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	VN	2021-06-10T01:51:58Z	[{'product': {'id': 'free'}}]	23	9	Hoàng Bảo	995375968	user	107	0	False	0	None	10	Đạttt	{'pro': False, 'pro_unlimited': False, 'verified': False}
32	VN	2020-01-22T02:20:26Z	[{'product': {'id': 'free'}}]	2823	3	Deejays Hưng	769431844	user	5	0	False	0	None	1	HƯNG BB	{'pro': False, 'pro_unlimited': False, 'verified': False}
183	VN	2019-10-26T13:36:28Z	[{'product': {'id': 'free'}}]	4512	517		724241308	user	1319	1	False	0	None	5	Huy Dũng ⭐	{'pro': False, 'pro_unlimited': False, 'verified': False}
410	None	2020-04-08T07:12:42Z	[{'product': {'id': 'free'}}]	1255	167		806353123	user	65	2	False	0	None	21	dulce	{'pro': False, 'pro_unlimited': False, 'verified': False}
7	VN	2020-04-15T07:35:25Z	[{'product': {'id': 'free'}}]	242	17	Kim's Duyên's Lê	809941501	user	50	0	False	11	None	6	꧁༒☪ô-ℳ¡ท༒꧂	{'pro': False, 'pro_unlimited': False, 'verified': False}
32	JM	2012-02-15T20:55:13Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4225287	94	Major Lazer	12148579	user	52	3	True	116	None	502	Major Lazer	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	VN	2020-10-23T09:11:45Z	[{'product': {'id': 'free'}}]	373	10	Hoàng Đinh	897814838	user	2	0	False	0	None	2	Hoàng Đinh	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	EG	2012-12-24T18:39:38Z	[{'product': {'id': 'free'}}]	2032	67	Hussein Safwat	31166213	user	478	5	False	3	None	4	Hussein_se7s	{'pro': False, 'pro_unlimited': False, 'verified': False}
248	None	2014-04-06T15:00:43Z	[{'product': {'id': 'free'}}]	17947	431	Hải Triều	88139507	user	269	0	False	1	None	26	Win	{'pro': False, 'pro_unlimited': False, 'verified': False}
59	None	2017-09-12T12:42:16Z	[{'product': {'id': 'free'}}]	3165	8	Vũ Thanh Tú	331810958	user	106	0	False	0	None	2	Vũ Thanh Tú	{'pro': False, 'pro_unlimited': False, 'verified': False}
8	VN	2020-11-25T10:42:15Z	[{'product': {'id': 'free'}}]	234	14	Zalo : 0936571912	911900785	user	19	0	False	0	None	7	Pham Huu Phong	{'pro': False, 'pro_unlimited': False, 'verified': False}
30	US	2011-07-27T01:37:33Z	[{'product': {'id': 'creator-pro-unlimited'}}]	8120	34	Nacho Cano	6245816	user	253	9	True	2	None	32	Harmless	{'pro': False, 'pro_unlimited': True, 'verified': True}
43	US	2012-05-12T21:07:13Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5094	4		16808141	user	507	10	False	2	None	24	J Lisk	{'pro': False, 'pro_unlimited': True, 'verified': False}
6	None	2021-10-09T13:30:00Z	[{'product': {'id': 'free'}}]	1194	15	Sea Sea	1038928624	user	14	0	False	0	None	1	Pi Luan Truong	{'pro': False, 'pro_unlimited': False, 'verified': False}
181	AL	2016-05-06T22:46:21Z	[{'product': {'id': 'free'}}]	3919	81	Marin Hoxha	224986052	user	71	2	False	0	None	6	Marin Hoxha /(Remixes)	{'pro': False, 'pro_unlimited': False, 'verified': False}
1143	US	2012-09-08T05:00:23Z	[{'product': {'id': 'free'}}]	47826	678	Ashton	23715043	user	1599	37	True	2	None	40	Finding Hope	{'pro': False, 'pro_unlimited': False, 'verified': True}
1	NL	2012-05-07T13:36:26Z	[{'product': {'id': 'creator-pro-unlimited'}}]	347784	0		16502149	user	12	0	True	14	None	134	Vicetone	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	VN	2015-11-10T13:32:36Z	[{'product': {'id': 'free'}}]	59	0	Bình An	185902308	user	0	0	False	3	None	41	Bình An	{'pro': False, 'pro_unlimited': False, 'verified': False}
441	None	2016-12-30T02:24:39Z	[{'product': {'id': 'creator-pro'}}]	15635	783		278901423	user	1336	2	True	0	None	16	Xomu	{'pro': True, 'pro_unlimited': False, 'verified': True}
924	GB	2015-02-27T17:39:10Z	[{'product': {'id': 'creator-pro-unlimited'}}]	9629	225		140743258	user	2196	27	False	29	None	8	Tom Wilson	{'pro': False, 'pro_unlimited': True, 'verified': False}
208	PL	2010-04-08T19:26:50Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1281	500		839682	user	1226	20	False	13	None	66	Max Stealthy	{'pro': False, 'pro_unlimited': True, 'verified': False}
505	None	2012-04-29T12:00:22Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1413979	657		16069159	user	86	4	True	15	None	983	NCS	{'pro': False, 'pro_unlimited': True, 'verified': True}
18	None	2020-11-23T13:45:56Z	[{'product': {'id': 'creator-pro-unlimited'}}]	3103	5	Liêm Vui	911084521	user	7	1	False	0	None	28	Liêm Trịnh	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	VN	2018-02-18T13:49:24Z	[{'product': {'id': 'free'}}]	28	0	Hiếu Lê	402004428	user	106	1	False	0	None	19	Lê Văn Hiếu	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	VN	2021-02-05T15:23:05Z	[{'product': {'id': 'free'}}]	1119	0	Sad chill	943817374	user	43	0	False	0	None	20	Chanh	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-03-08T03:01:55Z	[{'product': {'id': 'free'}}]	5	0	Phúc Ny	957980029	user	0	0	False	5	None	2	Phúc Ny	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2020-02-06T04:29:32Z	[{'product': {'id': 'creator-pro-unlimited'}}]	291	1	Pro	777226453	user	295	1	False	0	None	19	GOING DEEP❤️	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	None	2018-01-24T14:48:56Z	[{'product': {'id': 'free'}}]	148	1		388288928	user	0	0	False	4	None	38	All Vpop ✪ Nhạc Việt Nam mới nhất	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	BZ	2013-10-03T16:32:18Z	[{'product': {'id': 'free'}}]	523	36	Brock Martin	60571254	user	2	0	False	1	None	14	Broncobrock	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	VN	2019-07-28T01:19:34Z	[{'product': {'id': 'free'}}]	84	7	dang gia phong	674714600	user	10	0	False	1	None	19	❀✿𝕙𝕒𝕟𝕒𝕜𝕠-𝕜𝕦𝕟❀✿	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	VN	2021-07-20T09:17:45Z	[{'product': {'id': 'free'}}]	21	0	Trang Doan	1010026876	user	13	0	False	0	None	23	y2kphw	{'pro': False, 'pro_unlimited': False, 'verified': False}
94	None	2015-09-16T22:40:20Z	[{'product': {'id': 'creator-pro-unlimited'}}]	319227	19	Lil Nas X	174817271	user	15	1	True	10	None	39	Lil Nas X	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2013-02-14T16:30:48Z	[{'product': {'id': 'free'}}]	85853	6	Blake Shelton	36177359	user	0	0	True	47	None	392	Blake Shelton	{'pro': False, 'pro_unlimited': False, 'verified': True}
0	None	2015-11-08T11:14:38Z	[{'product': {'id': 'free'}}]	241	4	Quan Anh	185493116	user	27	0	False	0	None	2	Quan Anh	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2017-08-08T15:20:39Z	[{'product': {'id': 'free'}}]	43	38	Sơn Moush	324950470	user	105	6	False	3	None	1	Sơn Moush	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	VN	2017-07-09T16:21:05Z	[{'product': {'id': 'free'}}]	8	5	Thùy Trang Dương	318577294	user	177	3	False	2	None	6	Dương Thùy Trang	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2015-06-15T17:37:17Z	[{'product': {'id': 'free'}}]	21	7		158260530	user	1	0	False	0	None	4	luckyluke113	{'pro': False, 'pro_unlimited': False, 'verified': False}
30	None	2020-02-15T12:27:48Z	[{'product': {'id': 'free'}}]	2756	0	VHV MUSIC	781295617	user	53	1	False	0	None	40	Hoàng Vũ TV 乐曲	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	VN	2015-04-08T05:41:40Z	[{'product': {'id': 'free'}}]	9381	0		147157012	user	3	0	False	0	None	23	Phạm Nguyên Ngọc	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2017-10-13T06:55:07Z	[{'product': {'id': 'free'}}]	31	15	Khánh Đinh	337698029	user	140	0	False	0	None	35	Kdinn	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	VN	2021-02-03T03:58:14Z	[{'product': {'id': 'free'}}]	82	1	Yuanth Nguyen	942737914	user	3	0	False	0	None	2	Yuanth	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-10-24T12:39:10Z	[{'product': {'id': 'free'}}]	57	0	Pro Go+	1044156034	user	113	2	False	0	None	66	Synthetic Music✪	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	VN	2020-05-30T22:44:56Z	[{'product': {'id': 'free'}}]	224	0	Đàm'ss Hưng's	831225880	user	45	0	False	0	None	2	Hwungg 🥀	{'pro': False, 'pro_unlimited': False, 'verified': False}
4	VN	2017-02-22T14:09:47Z	[{'product': {'id': 'free'}}]	651	7	chất cấm VN chất cấm VN	290639492	user	9	0	False	1	None	3	nox	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	VN	2019-07-03T14:40:54Z	[{'product': {'id': 'free'}}]	7	1	Con Của Đảng	662119035	user	17	0	False	0	None	7	DuckDaz.	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2020-06-28T03:19:30Z	[{'product': {'id': 'free'}}]	15	0	Nguyễn Linh	844941940	user	62	0	False	0	None	14	Donky	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	VN	2016-12-26T06:26:45Z	[{'product': {'id': 'free'}}]	37	0		277937441	user	8	1	False	0	None	4	đào thành	{'pro': False, 'pro_unlimited': False, 'verified': False}
249	None	2017-05-14T20:10:54Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5186	96	00clique	307297249	user	297	8	True	4	None	35	deadman 死人	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	VN	2016-11-27T23:10:29Z	[{'product': {'id': 'free'}}]	523	2	Will Nguyen	271150829	user	47	0	False	0	None	5	Will Nguyen	{'pro': False, 'pro_unlimited': False, 'verified': False}
7	US	2020-12-23T08:32:10Z	[{'product': {'id': 'free'}}]	91	6	<33	924024946	user	16	3	False	3	None	13	𝗐𝖼𝗇𝖽𝖾𝗋	{'pro': False, 'pro_unlimited': False, 'verified': False}
45	None	2019-11-26T11:27:01Z	[{'product': {'id': 'free'}}]	46	23	big nose	739811062	user	84	1	False	0	None	9	Mink Do.	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2020-12-09T23:17:36Z	[{'product': {'id': 'free'}}]	6	7	Ashiya Ali	918372163	user	42	0	False	1	None	2	btsarmy24	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2020-06-25T09:20:55Z	[{'product': {'id': 'creator-pro-unlimited'}}]	28	1	Hamka Bekoh	843665497	user	354	0	False	6	None	7	mr. kairosxic	{'pro': False, 'pro_unlimited': True, 'verified': False}
1	None	2014-01-31T09:40:20Z	[{'product': {'id': 'creator-pro-unlimited'}}]	24011	0		78005909	user	14	0	True	1	None	33	mysticphonk	{'pro': False, 'pro_unlimited': True, 'verified': True}
11	None	2015-07-18T01:41:54Z	[{'product': {'id': 'free'}}]	1421	27	Dai Nguyen	163640288	user	240	5	False	4	None	40	dairatbuon	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2019-08-03T04:19:24Z	[{'product': {'id': 'free'}}]	440	284		677816192	user	59	1	False	0	None	14	Crazzy Reader	{'pro': False, 'pro_unlimited': False, 'verified': False}
42	DE	2009-07-19T19:05:18Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6361	410	Alex Pfeffer	178984	user	8	2	False	19	None	129	alexpfeffer	{'pro': False, 'pro_unlimited': True, 'verified': False}
50	US	2019-10-03T22:59:56Z	[{'product': {'id': 'free'}}]	1346	6	Honeyy Draws	711627088	user	193	2	False	1	None	12	homuraaakemi	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	SK	2011-11-26T21:41:20Z	[{'product': {'id': 'free'}}]	200	6		9271636	user	22	0	False	0	None	17	IgnySound	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	FR	2011-04-16T11:44:51Z	[{'product': {'id': 'free'}}]	1406	13	Jon Snow	4215856	user	67	0	False	0	None	51	Marceau84	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2020-04-19T10:01:52Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5705	0	DOOM Eternal Original Game Soundtrack	812000008	user	0	0	False	4	None	83	Doom Slayer	{'pro': False, 'pro_unlimited': True, 'verified': False}
4	TR	2010-09-22T17:18:32Z	[{'product': {'id': 'free'}}]	6081	25	gonca fem	1757732	user	223	0	False	1	None	17	goncafem	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2015-06-23T18:37:27Z	[{'product': {'id': 'free'}}]	96	0	music for television	159497819	user	0	0	False	1	None	33	Zero Point Productions - music for television	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2020-12-10T17:08:13Z	[{'product': {'id': 'free'}}]	5	0	Virctim_ Virctim_	918694150	user	10	1	False	1	None	6	Virctim	{'pro': False, 'pro_unlimited': False, 'verified': False}
14	None	2014-12-17T03:53:48Z	[{'product': {'id': 'free'}}]	364	304		128143141	user	639	6	False	1	None	20	sprightly	{'pro': False, 'pro_unlimited': False, 'verified': False}
87	GB	2015-03-05T20:03:47Z	[{'product': {'id': 'free'}}]	8414	76		141747248	user	82	4	False	0	None	39	MDP	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	CL	2011-08-25T04:05:54Z	[{'product': {'id': 'free'}}]	403	49	Ritsu Chan	6936402	user	2	0	False	1	None	34	Ritsu Chan	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2014-11-06T19:19:35Z	[{'product': {'id': 'free'}}]	226	8		121670942	user	48	5	False	0	None	16	𝐥𝐮𝐧𝐧𝐚	{'pro': False, 'pro_unlimited': False, 'verified': False}
23	None	2013-05-04T17:29:06Z	[{'product': {'id': 'free'}}]	15290	17	Nahla Hazem	43763978	user	30	1	False	0	None	44	Nahla Hazem.	{'pro': False, 'pro_unlimited': False, 'verified': False}
56	None	2012-07-14T07:37:14Z	[{'product': {'id': 'free'}}]	43707	895		20253011	user	1223	203	False	16	None	205	The Most Epic Music	{'pro': False, 'pro_unlimited': False, 'verified': False}
32	RU	2011-10-10T06:58:08Z	[{'product': {'id': 'free'}}]	235	14	Fallow my Youtube Channel | Link in bio...	7969272	user	18	4	False	0	None	24	YURI KRUTIKOV	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	ID	2014-04-26T16:32:26Z	[{'product': {'id': 'free'}}]	6392	38	Kevin Rianto	91475407	user	36	0	False	1	None	36	ケビンさん	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-09-08T16:16:15Z	[{'product': {'id': 'free'}}]	40	0		57316206	user	1	0	False	1	None	17	User069	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-02-28T23:23:16Z	[{'product': {'id': 'free'}}]	5	3	Roaa Alomary	954469708	user	6	3	False	2	None	14	Lady	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	PH	2011-05-21T08:52:00Z	[{'product': {'id': 'free'}}]	236	33	박소은	4827095	user	29	6	False	4	None	12	layniedee	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	MY	2018-06-27T14:29:39Z	[{'product': {'id': 'free'}}]	15	10		469367421	user	412	0	False	2	None	2	n i s 🧚	{'pro': False, 'pro_unlimited': False, 'verified': False}
8	US	2012-06-25T05:38:05Z	[{'product': {'id': 'creator-pro-unlimited'}}]	673	190	Randy Dominguez	19244690	user	42	0	False	0	None	5	Randy Dominguez	{'pro': False, 'pro_unlimited': True, 'verified': False}
2	ID	2015-05-04T04:38:27Z	[{'product': {'id': 'creator-pro-unlimited'}}]	367621	36	Rich Brian	151142647	user	132	8	True	2	None	43	RICH BRIAN	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2016-11-16T10:00:48Z	[{'product': {'id': 'free'}}]	17911	16		268666910	user	0	4	False	0	None	40	L2ShareOST11	{'pro': False, 'pro_unlimited': False, 'verified': False}
349	None	2020-03-12T16:04:27Z	[{'product': {'id': 'free'}}]	62	68	Nikai Nikai	792888082	user	4430	26	False	1	None	47	nikai	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2013-01-10T23:40:59Z	[{'product': {'id': 'free'}}]	82	1		32490536	user	0	0	False	3	None	29	Any-marzo3	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-09-29T04:49:18Z	[{'product': {'id': 'free'}}]	2543	1		60041847	user	0	0	False	0	None	37	stormyosts2	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2013-03-16T10:44:57Z	[{'product': {'id': 'free'}}]	15	12		39260910	user	165	0	False	2	None	5	PoSeidon C	{'pro': False, 'pro_unlimited': False, 'verified': False}
7	None	2012-09-06T14:29:42Z	[{'product': {'id': 'free'}}]	61	2	husain khalaf	23606847	user	14	1	False	1	None	27	Husain Khalaf	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	TH	2017-05-02T05:38:53Z	[{'product': {'id': 'free'}}]	257	3		304859642	user	5	0	False	0	None	12	Beauhydra	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-05-06T02:11:27Z	[{'product': {'id': 'free'}}]	604	0		43891748	user	2	0	False	0	None	17	ProjectOnePiece	{'pro': False, 'pro_unlimited': False, 'verified': False}
8	SE	2012-02-05T10:00:57Z	[{'product': {'id': 'creator-pro-unlimited'}}]	28379	0	Christian Lindquist	11671290	user	3	2	True	12	None	184	Christian Lindquist	{'pro': False, 'pro_unlimited': True, 'verified': True}
203	AT	2011-09-03T20:55:36Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5031	38	Olivier Lebra	7148598	user	0	1197	True	17	None	148	Piano in a Living Room	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	JP	2019-10-27T16:57:19Z	[{'product': {'id': 'free'}}]	32	7		724842094	user	0	0	False	1	None	13	清水/kiyomizu	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-10-25T09:20:18Z	[{'product': {'id': 'free'}}]	1	0	Hoàn Nguyễn	1044436921	user	6	0	False	0	None	12	User 37483807	{'pro': False, 'pro_unlimited': False, 'verified': False}
2		2011-01-13T06:20:33Z	[{'product': {'id': 'free'}}]	43	0		2716903	user	0	0	False	1	None	9	hinoses	{'pro': False, 'pro_unlimited': False, 'verified': False}
493	None	2015-01-02T02:12:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4983	1850	Leeds, UK	130872163	user	105	14	False	4	None	37	Simeon Walker	{'pro': False, 'pro_unlimited': True, 'verified': False}
9	GB	2017-02-07T10:19:09Z	[{'product': {'id': 'creator-pro-unlimited'}}]	732	4	Adam Weikert	287389363	user	4	0	False	3	None	18	Adam Weikert	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	None	2014-04-05T00:55:06Z	[{'product': {'id': 'free'}}]	337	2		87897942	user	0	0	False	0	None	41	stormyosts3	{'pro': False, 'pro_unlimited': False, 'verified': False}
14	AU	2012-02-18T08:44:49Z	[{'product': {'id': 'free'}}]	1566	61	Tupe Sauaso	12266658	user	46	0	False	0	None	50	Trailer Music Ent	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2016-02-13T14:10:46Z	[{'product': {'id': 'free'}}]	4	0	Ngọc Lam Vũ	205866451	user	0	0	False	3	None	4	TTSelena	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2016-07-04T03:39:59Z	[{'product': {'id': 'free'}}]	10818	12		238032754	user	25	2	False	0	None	47	L2ShareOST7	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2017-06-07T15:24:43Z	[{'product': {'id': 'free'}}]	1442	0		311944616	user	0	0	False	1	None	28	Attack On Titan Soundtracks	{'pro': False, 'pro_unlimited': False, 'verified': False}
538	ID	2016-09-07T07:51:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1254	14	Gabriella Christina	252825094	user	204	2	False	5	None	102	Gabriella CL 95	{'pro': False, 'pro_unlimited': True, 'verified': False}
32	FI	2012-10-14T08:10:54Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1245	63	Peter Roe	26108300	user	18	4	False	1	None	50	Composer Peter Roe	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	None	2015-04-20T21:16:23Z	[{'product': {'id': 'free'}}]	27293	1		149071641	user	5	4	False	1	None	101	angrysausage	{'pro': False, 'pro_unlimited': False, 'verified': False}
6	VN	2015-08-02T04:51:12Z	[{'product': {'id': 'free'}}]	12	6	Hieu Hoang	166202014	user	24	0	False	0	None	3	Redefined	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2019-08-29T00:03:24Z	[{'product': {'id': 'free'}}]	5	63		691815476	user	703	4	False	5	None	1	Alban R	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2014-08-16T16:03:38Z	[{'product': {'id': 'free'}}]	58	0	Gi Kie	109216499	user	106	8	False	2	None	105	_ํSTelLa ํ_	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2016-03-11T07:31:43Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1103	0		211372139	user	4	0	False	38	None	30594	soundpost.co.kr	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	US	2012-02-10T03:08:58Z	[{'product': {'id': 'free'}}]	687	0		11879441	user	0	0	False	0	None	30	melodic-reflection	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2012-09-20T10:00:01Z	[{'product': {'id': 'free'}}]	27	3	Hiển Trần Thế	24518152	user	2	0	False	0	None	1	Trần Thế Hiển	{'pro': False, 'pro_unlimited': False, 'verified': False}
129	None	2015-04-18T16:27:30Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6157	33	Wonderful Lullabies	148737345	user	12	1	False	14	None	319	Wonderful Lullabies	{'pro': False, 'pro_unlimited': True, 'verified': False}
2	None	2018-11-30T13:54:07Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1216	145	Pham Toi	548251449	user	11	1	False	5	None	1241	Phạm Minh Tới	{'pro': False, 'pro_unlimited': True, 'verified': False}
6	VN	2020-12-04T14:00:59Z	[{'product': {'id': 'free'}}]	944	0	Hương Thu	916041973	user	120	1	False	0	None	31	clarita	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	TR	2010-11-30T13:09:25Z	[{'product': {'id': 'free'}}]	23	59	Semih Sakarya	2279319	user	17	1	False	0	None	4	semirvin	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	PT	2011-10-25T14:18:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1580	4	Uguru Uguru	8366808	user	1	0	False	5	None	91	Uguru	{'pro': False, 'pro_unlimited': True, 'verified': False}
3	VN	2018-12-27T06:01:06Z	[{'product': {'id': 'free'}}]	145	4	Kome Cafe	561960495	user	3	0	False	0	None	2	KomeCafe	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2017-06-05T12:07:10Z	[{'product': {'id': 'free'}}]	18	0		311514952	user	0	0	False	13	None	481	Agnese Sojka	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-05-16T06:56:15Z	[{'product': {'id': 'free'}}]	50	24		44912111	user	1	1	False	3	None	6	aisha252	{'pro': False, 'pro_unlimited': False, 'verified': False}
18	VN	2016-10-21T01:41:53Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1685	0	Jimmy Thanh	263005852	user	20	9	False	15	None	109	Soothing Relaxation	{'pro': False, 'pro_unlimited': True, 'verified': False}
85	EG	2012-08-10T14:57:07Z	[{'product': {'id': 'free'}}]	8481	18	Nahla Hazem	21887378	user	823	54	False	0	None	49	Nahla Hazem	{'pro': False, 'pro_unlimited': False, 'verified': False}
6	CZ	2013-06-26T17:11:50Z	[{'product': {'id': 'free'}}]	486	53	Adam Ouhrabka	49280155	user	37	0	False	2	None	37	Eroscores	{'pro': False, 'pro_unlimited': False, 'verified': False}
13	MX	2013-04-19T15:49:52Z	[{'product': {'id': 'free'}}]	2900	77	Jack Villano Villano	42301153	user	145	12	False	0	None	26	Jack Villano Villano	{'pro': False, 'pro_unlimited': False, 'verified': False}
31	CA	2010-04-18T23:47:35Z	[{'product': {'id': 'creator-pro-unlimited'}}]	85457	10	Glenn Morrison	884151	user	20	1	True	34	None	302	Glenn Morrison	{'pro': False, 'pro_unlimited': True, 'verified': True}
7	None	2020-09-04T15:22:12Z	[{'product': {'id': 'free'}}]	70	1		876916216	user	1	0	False	0	None	6	939932	{'pro': False, 'pro_unlimited': False, 'verified': False}
